MC_NAME,MC_ID,MC_SORT_ID,AGG_TICKET_DATA,AGG_SEQ_NAME,AGG_PATTERN_NAME,START_TIME,END_TIME,DURATION,TIME_ADJUST,KNIT_DURATION,COMPLETE,AGG_SHIFT_STATES,AGG_USER_STATES,AGG_SINTRAL_STATES,AGG_USER_NAME
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 16:06,5/10/2022 16:30,0:23:18,0:00:00,0:18:08,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},5/10/2022 16:30,5/10/2022 16:45,0:15:37,0:00:00,0:15:37,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 16:45,5/10/2022 17:03,0:17:15,0:00:00,0:17:15,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},5/10/2022 17:03,5/10/2022 17:18,0:15:37,0:00:00,0:15:37,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 17:18,5/10/2022 17:19,0:00:28,0:00:00,0:00:00,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-SL-L2},5/10/2022 17:20,5/10/2022 17:30,0:10:53,0:00:00,0:09:45,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-SL-R2},5/10/2022 17:30,5/10/2022 17:39,0:08:52,0:00:00,0:08:52,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},5/10/2022 17:39,5/10/2022 17:52,0:12:31,0:00:00,0:11:08,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 17:56,5/10/2022 18:18,0:22:33,0:00:00,0:17:39,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 18:18,5/10/2022 18:35,0:17:15,0:00:00,0:17:15,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},5/10/2022 18:35,5/10/2022 18:51,0:15:38,0:00:00,0:15:38,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 18:51,5/10/2022 19:08,0:17:14,0:00:00,0:17:14,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},5/10/2022 19:08,5/10/2022 19:24,0:15:37,0:00:00,0:15:37,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 19:24,5/10/2022 19:41,0:17:15,0:00:00,0:17:15,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},5/10/2022 19:41,5/10/2022 19:57,0:15:37,0:00:00,0:15:37,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 19:57,5/10/2022 20:14,0:17:14,0:00:00,0:17:14,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},5/10/2022 20:14,5/10/2022 20:30,0:15:37,0:00:00,0:15:37,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 20:30,5/10/2022 20:47,0:17:15,0:00:00,0:17:15,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},5/10/2022 20:47,5/10/2022 21:03,0:15:37,0:00:00,0:15:37,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},5/10/2022 21:03,6/10/2022 9:42,12:39:33,0:00:00,0:17:48,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},6/10/2022 9:42,6/10/2022 9:53,0:10:15,0:00:00,0:03:05,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},6/10/2022 9:53,6/10/2022 10:31,0:38:57,0:00:00,0:22:31,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 10:32,6/10/2022 10:50,0:18:52,0:00:00,0:17:15,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},6/10/2022 10:50,6/10/2022 11:06,0:15:37,0:00:00,0:15:37,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 11:06,6/10/2022 11:23,0:17:15,0:00:00,0:17:15,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2-6},6/10/2022 11:23,6/10/2022 11:39,0:15:37,0:00:00,0:15:37,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 11:39,6/10/2022 11:43,0:04:10,0:00:00,0:03:12,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 11:43,6/10/2022 11:43,0:00:19,0:00:00,0:00:04,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 11:43,6/10/2022 11:44,0:00:16,0:00:00,0:00:04,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 11:44,6/10/2022 11:45,0:01:08,0:00:00,0:00:20,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 11:45,6/10/2022 12:06,0:21:01,0:00:00,0:01:09,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 12:06,6/10/2022 12:19,0:12:14,0:00:00,0:11:53,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 12:19,6/10/2022 12:33,0:13:56,0:00:00,0:11:03,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 12:33,6/10/2022 12:51,0:18:21,0:00:00,0:11:38,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 12:51,6/10/2022 13:02,0:11:02,0:00:00,0:11:02,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 13:02,6/10/2022 13:24,0:22:21,0:00:00,0:11:40,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 13:24,6/10/2022 14:04,0:39:58,0:00:00,0:11:43,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 14:04,6/10/2022 14:15,0:11:02,0:00:00,0:11:02,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 14:15,6/10/2022 14:26,0:11:03,0:00:00,0:11:03,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 14:26,6/10/2022 14:41,0:14:48,0:00:00,0:11:31,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 14:41,6/10/2022 14:52,0:11:02,0:00:00,0:11:02,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 14:52,6/10/2022 15:11,0:18:42,0:00:00,0:11:06,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 15:11,6/10/2022 15:29,0:18:19,0:00:00,0:11:32,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 15:29,6/10/2022 15:45,0:16:03,0:00:00,0:11:30,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 15:45,6/10/2022 15:56,0:11:02,0:00:00,0:11:02,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 15:56,6/10/2022 16:07,0:11:06,0:00:00,0:11:06,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 16:07,6/10/2022 16:08,0:00:33,0:00:00,0:00:02,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 16:08,6/10/2022 16:20,0:11:54,0:00:00,0:11:11,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 16:20,6/10/2022 16:31,0:11:04,0:00:00,0:11:04,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 16:31,6/10/2022 16:42,0:11:03,0:00:00,0:11:03,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 16:42,6/10/2022 16:53,0:11:03,0:00:00,0:11:03,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 16:53,6/10/2022 17:04,0:11:04,0:00:00,0:11:04,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},6/10/2022 17:04,6/10/2022 17:09,0:04:30,0:00:00,0:00:01,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 17:10,6/10/2022 17:10,0:00:22,0:00:00,0:00:00,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 17:10,6/10/2022 17:28,0:17:14,0:00:00,0:17:12,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},6/10/2022 17:28,6/10/2022 17:30,0:02:21,0:00:00,0:01:58,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},6/10/2022 17:30,6/10/2022 17:30,0:00:22,0:00:00,0:00:16,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},6/10/2022 17:31,6/10/2022 17:48,0:17:20,0:00:00,0:17:17,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},6/10/2022 17:48,6/10/2022 18:04,0:15:31,0:00:00,0:15:31,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},6/10/2022 18:04,6/10/2022 18:09,0:04:07,0:00:00,0:02:59,0,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},6/10/2022 18:09,7/10/2022 9:21,15:12:50,0:00:00,0:40:28,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 9:21,7/10/2022 10:12,0:51:07,0:00:00,0:28:23,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 10:13,7/10/2022 10:30,0:17:08,0:00:00,0:17:08,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 10:30,7/10/2022 10:42,0:12:45,0:00:00,0:00:00,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 10:43,7/10/2022 11:01,0:17:42,0:00:00,0:17:02,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 11:01,7/10/2022 11:16,0:15:19,0:00:00,0:15:19,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 11:16,7/10/2022 11:45,0:28:58,0:00:00,0:16:55,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 11:45,7/10/2022 12:16,0:31:07,0:00:00,0:13:42,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 12:16,7/10/2022 12:47,0:31:08,0:00:00,0:18:45,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 12:47,7/10/2022 13:04,0:16:55,0:00:00,0:16:55,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 13:04,7/10/2022 13:20,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 13:20,7/10/2022 14:09,0:49:03,0:00:00,0:17:17,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 14:09,7/10/2022 14:24,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 14:24,7/10/2022 14:41,0:16:54,0:00:00,0:16:54,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 14:41,7/10/2022 14:56,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 14:56,7/10/2022 15:20,0:23:29,0:00:00,0:18:13,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 15:20,7/10/2022 15:35,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 15:35,7/10/2022 15:52,0:16:55,0:00:00,0:16:55,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 15:52,7/10/2022 16:07,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 16:07,7/10/2022 16:27,0:19:11,0:00:00,0:17:08,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 16:27,7/10/2022 16:44,0:17:47,0:00:00,0:15:19,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 16:44,7/10/2022 17:01,0:16:55,0:00:00,0:16:55,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 17:01,7/10/2022 17:24,0:22:36,0:00:00,0:16:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 17:24,7/10/2022 17:28,0:03:59,0:00:00,0:03:09,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},7/10/2022 17:28,7/10/2022 17:51,0:23:06,0:00:00,0:17:32,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 17:51,7/10/2022 17:55,0:03:58,0:00:00,0:02:41,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 17:55,7/10/2022 17:56,0:00:27,0:00:00,0:00:11,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},7/10/2022 17:56,10/10/2022 9:07,63:11:05,0:00:00,0:15:57,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 9:07,10/10/2022 9:24,0:16:55,0:00:00,0:16:55,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 9:24,10/10/2022 9:39,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 9:39,10/10/2022 9:56,0:16:54,0:00:00,0:16:54,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 9:56,10/10/2022 10:11,0:15:17,0:00:00,0:15:17,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 10:11,10/10/2022 10:28,0:16:59,0:00:00,0:16:42,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 10:28,10/10/2022 10:44,0:16:03,0:00:00,0:15:20,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 10:44,10/10/2022 11:01,0:16:27,0:00:00,0:16:27,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 11:01,10/10/2022 11:23,0:22:03,0:00:00,0:16:11,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 11:23,10/10/2022 11:40,0:17:05,0:00:00,0:17:05,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 11:40,10/10/2022 11:56,0:15:27,0:00:00,0:15:27,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 11:56,10/10/2022 12:13,0:17:05,0:00:00,0:17:05,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 12:13,10/10/2022 12:28,0:15:28,0:00:00,0:15:28,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 12:28,10/10/2022 12:46,0:17:22,0:00:00,0:17:04,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 12:46,10/10/2022 13:01,0:15:28,0:00:00,0:15:28,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 13:01,10/10/2022 13:32,0:30:57,0:00:00,0:17:53,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 13:32,10/10/2022 13:48,0:15:27,0:00:00,0:15:27,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 13:48,10/10/2022 14:05,0:17:05,0:00:00,0:17:05,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 14:05,10/10/2022 14:12,0:07:03,0:00:00,0:03:00,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 14:12,10/10/2022 14:39,0:27:19,0:00:00,0:15:53,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 14:39,10/10/2022 14:56,0:17:18,0:00:00,0:17:05,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 14:56,10/10/2022 14:58,0:01:07,0:00:00,0:00:00,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},10/10/2022 14:58,10/10/2022 15:17,0:19:14,0:00:00,0:17:50,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 15:17,10/10/2022 15:33,0:15:24,0:00:00,0:15:15,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 15:33,10/10/2022 16:10,0:37:29,0:00:00,0:22:03,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 16:10,10/10/2022 16:25,0:14:41,0:00:00,0:14:41,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 16:25,10/10/2022 16:40,0:15:29,0:00:00,0:14:49,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 16:40,10/10/2022 16:44,0:03:13,0:00:00,0:02:42,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 16:44,10/10/2022 17:07,0:23:44,0:00:00,0:15:13,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 17:07,10/10/2022 17:22,0:14:41,0:00:00,0:14:41,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 17:22,10/10/2022 17:28,0:06:10,0:00:00,0:02:40,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 17:28,10/10/2022 17:53,0:24:40,0:00:00,0:15:06,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 17:53,10/10/2022 18:08,0:14:41,0:00:00,0:14:41,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 18:08,10/10/2022 18:24,0:16:51,0:00:00,0:14:56,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 18:24,10/10/2022 18:39,0:14:41,0:00:00,0:14:41,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 18:39,10/10/2022 18:57,0:17:28,0:00:00,0:14:51,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 18:57,10/10/2022 19:11,0:14:41,0:00:00,0:14:41,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 19:11,10/10/2022 19:26,0:15:12,0:00:00,0:14:41,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},10/10/2022 19:26,11/10/2022 9:16,13:49:31,0:00:00,0:15:23,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 9:16,11/10/2022 9:31,0:14:41,0:00:00,0:14:41,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 9:31,11/10/2022 9:45,0:14:41,0:00:00,0:14:41,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 9:45,11/10/2022 10:05,0:19:15,0:00:00,0:15:05,1,{1},{3},{-1},{service}
